格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区
026_U_01,董家集,"['026_U_02', '035_U_01']",26,上行,1,117.991695,37.30197,False
026_U_02,举门,"['026_U_03', '026_U_01']",26,上行,2,117.990895,37.294723,False
026_U_03,郑家,"['026_U_04', '026_U_02']",26,上行,3,117.991208,37.28753,False
026_U_04,李家桥,"['026_U_05', '026_U_03', '026_U_06']",26,上行,4,117.99256,37.280042,False
026_U_05,拐沟李,"['026_U_06', '026_U_04']",26,上行,5,117.996189,37.278382,False
026_U_06,辛家,"['026_U_05', '026_U_04']",26,上行,6,118.000106,37.278337,False
026_U_07,西牛集,['026_U_08'],26,上行,7,118.010708,37.279436,False
026_U_08,东牛集,['026_U_07'],26,上行,8,118.015616,37.279903,False
026_U_09,坡刘,['026_D_47'],26,上行,9,118.024645,37.280105,False
026_U_10,西皂户,"['026_D_47', '026_U_11']",26,上行,10,118.03327,37.280392,False
026_U_11,东皂户,"['026_U_10', '026_U_12']",26,上行,11,118.038834,37.280572,False
026_U_12,新兴社区,"['026_U_13', '026_U_11']",26,上行,12,118.045294,37.280709,False
026_U_13,万物生,"['026_U_12', '026_U_14']",26,上行,13,118.052112,37.280943,False
026_U_14,欣悦康复医院,['026_U_13'],26,上行,14,118.056383,37.281055,False
026_U_45,银座渤海店,"['026_U_46', '006_U_35', '006_U_36']",26,上行,45,118.012872,37.391259,True
026_U_46,区检察院宿舍,"['006_U_35', '026_U_47', '026_U_45', '006_U_36']",26,上行,46,118.012481,37.39387,True
026_U_47,颐馨园,"['026_U_46', '107_U_26']",26,上行,47,118.012145,37.39684,True
026_U_48,裕华苑,"['007_U_05', '005_U_59', '005_U_58']",26,上行,48,118.011629,37.401966,True
026_U_50,彭李农贸市场,"['026_U_51', '005_U_60', '024_U_19']",26,上行,50,118.004136,37.403168,True
026_U_51,麒麟阁南门,"['026_U_50', '113_U_25', '002_U_31']",26,上行,51,118.000342,37.402885,True
026_U_55,北海花园,"['007_U_04', '002_U_27']",26,上行,55,118.007873,37.410416,True
026_D_47,坡刘村,"['026_U_10', '026_U_09']",26,下行,47,118.0253,37.280272,False
027_U_01,菜园董,[],27,上行,1,117.809196,37.396999,False
027_U_04,堰头张,[],27,上行,4,117.820043,37.384085,False
027_U_05,王家庵,[],27,上行,5,117.819095,37.372549,False
027_U_06,庄科李,['028_U_03'],27,上行,6,117.816018,37.361437,False
027_U_07,街北赵村,[],27,上行,7,117.840324,37.367064,False
027_U_08,高赐冠村,[],27,上行,8,117.845855,37.3733,False
027_U_09,宿家,[],27,上行,9,117.858161,37.379879,False
027_U_10,游家,[],27,上行,10,117.869561,37.379873,False
027_U_11,司家,"['027_U_12', '027_U_14', '027_U_13']",27,上行,11,117.880056,37.379882,False
027_U_12,范集小区,"['027_U_14', '027_U_11', '030_U_16', '027_U_13']",27,上行,12,117.884018,37.379895,False
027_U_13,凤凰家园,"['027_U_14', '027_U_11', '030_U_16', '027_U_12']",27,上行,13,117.8847,37.378797,False
027_U_14,中顺制造,"['027_U_13', '030_U_16', '027_U_15', '027_U_11', '027_U_12', '030_U_14']",27,上行,14,117.885951,37.375301,False
027_U_15,汇智人才公寓,"['030_U_17', '017_U_09', '030_U_16', '027_U_14']",27,上行,15,117.892891,37.375301,False
028_U_01,彭集小区,[],28,上行,1,117.81149,37.339907,False
028_U_02,籍家,"['028_U_03', '030_U_04']",28,上行,2,117.812848,37.348732,False
028_U_03,籍家路口,"['028_U_02', '027_U_06']",28,上行,3,117.816144,37.353837,False
028_U_04,小开河管理处,[],28,上行,4,117.828396,37.357361,False
028_U_05,里则西街,['028_U_06'],28,上行,5,117.836882,37.357385,False
028_U_06,里则办事处,"['028_U_07', '028_U_05']",28,上行,6,117.844182,37.357447,False
028_U_07,里则东街,"['010_U_25', '028_U_06']",28,上行,7,117.84823,37.357669,False
029_U_01,南董家,['029_U_02'],29,上行,1,118.00906,37.225444,False
029_U_02,霍家,"['029_U_03', '029_U_01', '029_U_04']",29,上行,2,118.010444,37.232182,False
029_U_03,高西家,"['029_U_02', '029_U_04']",29,上行,3,118.010636,37.234092,False
029_U_04,高东家,"['029_U_03', '029_U_02']",29,上行,4,118.013093,37.236366,False
029_U_05,高新区第三小学,['029_U_06'],29,上行,5,118.023966,37.237093,False
029_U_06,尧洼村,['029_U_05'],29,上行,6,118.030788,37.233437,False
029_U_07,蝎子王,['029_U_08'],29,上行,7,118.048992,37.22716,False
029_U_08,杏园马,['029_U_07'],29,上行,8,118.050707,37.233159,False
029_U_09,大李家,[],29,上行,9,118.048715,37.242208,False
029_U_15,南杨大集东门,"['031_U_28', '031_U_29']",29,上行,15,117.997415,37.3606,True
029_U_16,南杨海鲜烧烤城,"['031_U_29', '031_U_28', '018_U_12', '029_U_17', '018_U_13']",29,上行,16,117.997531,37.365204,True
029_U_17,龙盛花苑,"['029_U_18', '009_U_42', '018_U_12', '018_U_13', '029_U_16']",29,上行,17,117.997579,37.367619,True
029_U_18,渤海花园,"['009_U_41', '009_U_42', '029_U_17']",29,上行,18,117.997668,37.370865,True
029_U_19,康家居委会,"['002_U_38', '002_U_39', '029_U_20', '081_U_24', '003_U_02', '101_U_22']",29,上行,19,118.000005,37.376883,True
029_U_20,人寿保险公司,"['029_U_19', '002_U_38', '002_U_39', '101_U_23']",29,上行,20,118.003822,37.377159,True
029_U_31,爱琴海购物公园,['002_U_30'],29,上行,31,117.993559,37.406206,True
029_U_32,河畔盛景,[],29,上行,32,117.987922,37.411851,True
030_U_01,山东宏灿,[],30,上行,1,117.780286,37.362733,False
030_U_02,铝电宿舍,[],30,上行,2,117.779973,37.345815,False
030_U_03,汇宏铝厂,[],30,上行,3,117.789922,37.344602,False
030_U_04,中戴村,['028_U_02'],30,上行,4,117.808311,37.350952,False
030_U_13,仁爱医院,"['030_U_14', '010_U_28']",30,上行,13,117.882311,37.36285,False
030_U_14,中小企业产业园,"['027_U_14', '030_U_13']",30,上行,14,117.883406,37.370023,False
030_U_16,新东方家园,"['027_U_13', '027_U_15', '030_U_17', '017_U_09', '027_U_12', '027_U_14']",30,上行,16,117.889126,37.379754,False
030_U_17,纺苑三区,"['017_U_09', '027_U_15', '030_U_16', '009_U_26']",30,上行,17,117.894759,37.379746,False
030_U_24,市场监督管理局,"['102_U_07', '017_U_18', '017_U_17']",30,上行,24,117.949878,37.379878,True
030_U_25,市财政局,"['032_U_18', '103_U_07', '017_U_19', '030_U_26']",30,上行,25,117.956772,37.3799,True
030_U_26,市公路发展中心,"['030_U_25', '102_U_10', '032_U_18', '017_U_22', '017_U_23', '017_U_21', '017_U_20']",30,上行,26,117.960029,37.379934,True
030_U_28,市政广场,"['107_U_12', '011_U_10', '011_U_09']",30,上行,28,117.969079,37.379925,True
030_U_29,市政大楼东门,['032_U_21'],30,上行,29,117.973165,37.381078,True
030_U_30,黄河小区一区,"['102_U_17', '030_U_31']",30,上行,30,117.976042,37.384977,True
030_U_31,新滨公园东门,['030_U_30'],30,上行,31,117.977185,37.382337,True
030_U_32,许家居委会,['107_U_13'],30,上行,32,117.98136,37.38,True
030_U_33,山东航空学院,['030_U_34'],30,上行,33,117.986076,37.379991,True
030_U_34,马家小区,"['003_U_03', '030_U_35', '030_U_33']",30,上行,34,117.989694,37.379998,True
030_U_35,区教育和体育局,"['030_U_34', '003_D_05']",30,上行,35,117.992794,37.380009,True
030_U_36,全福元,"['030_U_37', '081_U_24', '002_U_37', '101_U_22']",30,上行,36,117.997832,37.381771,True
030_U_37,青藤源大饭店,"['032_U_28', '002_U_36', '030_U_38', '030_U_36']",30,上行,37,117.997906,37.384978,True
030_U_38,泰达燃气公司,"['002_U_35', '032_U_28', '030_U_37', '002_U_36', '030_U_39']",30,上行,38,117.99877,37.386526,True
030_U_39,菜刘家园,"['002_U_35', '030_U_38', '032_U_28', '106_U_26', '002_U_36']",30,上行,39,118.001827,37.386754,True
030_U_40,第六小学,"['005_U_64', '030_U_41', '005_U_63', '106_U_27']",30,上行,40,118.007084,37.387125,True
030_U_41,人民医院南门,"['005_U_64', '005_U_63', '022_U_42', '030_U_40', '005_U_65']",30,上行,41,118.011002,37.38746,True
030_U_45,金座豪庭,"['001_U_33', '016_D_05', '006_U_41', '004_U_32', '006_U_40']",30,上行,45,118.0257,37.380788,True
031_U_01,陶口,[],31,上行,1,117.814386,37.326558,False
031_U_02,堤口赵村,['031_U_03'],31,上行,2,117.823955,37.316968,False
031_U_03,大徐家,"['031_U_04', '031_U_02']",31,上行,3,117.82701,37.315712,False
031_U_04,仇家村,['031_U_03'],31,上行,4,117.833798,37.319266,False
031_U_05,岔吴,[],31,上行,5,117.839299,37.328575,False
031_U_06,关家,['031_U_07'],31,上行,6,117.838152,37.342596,False
031_U_07,里则西南街,['031_U_06'],31,上行,7,117.840332,37.349992,False
031_U_17,汽车总站东门,"['009_U_32', '031_U_18']",31,上行,17,117.940231,37.371217,True
031_U_18,公交发车区,['031_U_17'],31,上行,18,117.940272,37.369022,True
031_U_19,信达置业,[],31,上行,19,117.941653,37.362976,True
031_U_20,生龙欢乐世界,[],31,上行,20,117.947078,37.360156,True
031_U_21,馨露鑫苑北门,['018_U_01'],31,上行,21,117.95161,37.357056,True
031_U_22,吾悦华府,"['025_U_29', '018_U_01']",31,上行,22,117.958089,37.356996,True
031_U_23,泰山名郡南门,[],31,上行,23,117.973099,37.357075,True
031_U_24,双湖豪庭南门,[],31,上行,24,117.978832,37.357058,True
031_U_28,优抚医院,"['018_U_12', '018_U_10', '029_U_16', '018_U_11', '029_U_15']",31,上行,28,117.994475,37.363146,True
031_U_29,南杨南站,"['002_U_42', '029_U_16', '018_U_13', '029_U_15', '002_U_43']",31,上行,29,118.000181,37.363321,True
032_U_01,黄河植物园,[],32,上行,1,117.954188,37.299673,False
032_U_02,小周家,['032_U_03'],32,上行,2,117.936789,37.304867,False
032_U_03,南任家,"['032_U_02', '032_U_04']",32,上行,3,117.942411,37.306629,False
032_U_04,狮子刘,['032_U_03'],32,上行,4,117.948412,37.306773,False
032_U_05,南海,['032_U_06'],32,上行,5,117.954431,37.315006,False
032_U_06,东韩,['032_U_05'],32,上行,6,117.954562,37.321299,False
032_U_07,小张官,[],32,上行,7,117.954558,37.331823,False
032_U_08,幸福景城,['016_U_01'],32,上行,8,117.95554,37.345202,False
032_U_09,馨露鑫苑南门,['018_U_01'],32,上行,9,117.953078,37.352959,True
032_U_11,四季花城,"['025_U_26', '025_U_27']",32,上行,11,117.947197,37.355352,True
032_U_13,半岛蓝湾,[],32,上行,13,117.951441,37.362995,True
032_U_16,城市枫景,"['009_U_35', '017_U_19']",32,上行,16,117.955507,37.375419,True
032_U_18,市公路服务中心,"['030_U_25', '102_U_10', '017_U_23', '017_U_22', '017_U_21', '017_U_20', '030_U_26']",32,上行,18,117.959949,37.379962,True
032_U_21,新滨公园,['030_U_29'],32,上行,21,117.973421,37.379986,True
032_U_28,学苑花园,"['002_U_35', '030_U_38', '030_U_37', '002_U_36', '030_U_39']",32,上行,28,117.997961,37.387412,True
032_U_29,泰和家园,"['006_U_32', '002_U_33', '036_U_17', '002_U_32']",32,上行,29,117.997651,37.395501,True
033_U_05,新语华庭,"['036_U_03', '033_U_06']",33,上行,5,117.978727,37.421379,True
033_U_06,丽水花园,"['033_U_05', '036_U_03', '024_U_15']",33,上行,6,117.982719,37.421372,True
033_U_18,樊家巷农贸市场,"['022_U_42', '022_U_40', '101_U_25', '005_U_65']",33,上行,18,118.013464,37.383334,True
033_U_19,第三中学,"['018_U_19', '001_D_05', '001_D_06']",33,上行,19,118.018223,37.381653,True
035_U_01,小街,"['035_U_02', '026_U_01']",35,上行,1,117.999372,37.300689,False
035_U_02,西魏,['035_U_01'],35,上行,2,118.002612,37.306245,False
035_U_03,潘家,[],35,上行,3,118.012372,37.30712,False
035_U_04,拾堡社区,[],35,上行,4,118.021548,37.307649,False
035_U_05,陈家庵,['035_U_06'],35,上行,5,118.029608,37.307772,False
035_U_06,董前川,"['035_U_07', '035_U_05']",35,上行,6,118.034236,37.307577,False
035_U_07,前陈,"['035_U_08', '035_U_06', '035_U_09']",35,上行,7,118.040251,37.307281,False
035_U_08,后陈,"['035_U_07', '035_U_09']",35,上行,8,118.042977,37.306987,False
035_U_09,魏福吴,"['035_U_08', '035_U_07', '035_U_10']",35,上行,9,118.046666,37.307167,False
035_U_10,坡赵家,['035_U_09'],35,上行,10,118.053744,37.309012,False
035_U_11,许王,['035_U_12'],35,上行,11,118.066277,37.302301,False
035_U_12,愉悦城西门,"['035_U_13', '035_U_11']",35,上行,12,118.072485,37.30117,False
035_U_13,滨州高新高级中学,"['035_U_14', '035_U_12']",35,上行,13,118.073222,37.296515,False
035_U_14,科达璟致湾城,"['035_U_13', '035_U_15', '022_U_18']",35,上行,14,118.074099,37.290851,False
035_U_15,高新区体育馆,"['035_U_14', '022_U_13', '035_U_16']",35,上行,15,118.071781,37.288436,False
035_U_16,高新区政务服务中心,"['022_D_31', '022_U_12', '022_U_13', '035_U_15']",35,上行,16,118.067233,37.284967,False
036_U_01,安兴花园,[],36,上行,1,117.986157,37.427918,True
036_U_03,丽水花园西门,"['033_U_05', '024_U_14', '024_U_15', '033_U_06']",36,上行,3,117.981287,37.423837,True
036_U_08,阖裕花园,['024_U_11'],36,上行,8,117.966597,37.416834,True
036_U_09,大河新城,[],36,上行,9,117.973418,37.416828,True
036_U_10,滨州特殊教育学校,['036_U_11'],36,上行,10,117.981196,37.416822,True
036_U_11,康复培训中心,['036_U_10'],36,上行,11,117.983865,37.41684,True
036_U_17,东方文化商业街,"['002_U_32', '032_U_29', '036_U_18']",36,上行,17,118.000337,37.398182,True
036_U_18,李南蒲新区,"['005_U_61', '036_U_17']",36,上行,18,118.00397,37.398436,True
036_U_19,锦城大厦,"['005_U_61', '107_U_25', '005_U_60']",36,上行,19,118.008241,37.398766,True
036_U_28,第三小学,"['001_U_32', '001_U_33']",36,上行,28,118.030623,37.382554,True
036_U_29,耿家便民市场,"['001_U_33', '001_U_32', '036_U_30', '020_U_26', '020_U_27', '103_U_34', '020_U_28', '036_U_28', '011_U_31']",36,上行,29,118.035357,37.382912,False
036_U_30,滨化宿舍,"['036_U_31', '036_U_29', '020_U_26', '020_U_27', '103_U_34', '111_U_23', '011_U_31']",36,上行,30,118.04019,37.3833,False
036_U_31,天虹花苑,"['036_U_30', '020_U_23', '020_U_25', '020_U_26', '020_U_24', '036_U_32', '020_U_22', '111_U_23']",36,上行,31,118.047265,37.383796,False
036_U_32,天虹花苑东门,"['036_U_31', '020_U_23', '020_U_25', '020_U_24', '020_U_22', '111_U_23']",36,上行,32,118.050028,37.38609,False
037_U_01,庵头,[],37,上行,1,117.971094,37.58741,False
037_U_02,北邱家,[],37,上行,2,117.966095,37.565048,False
037_U_03,周家坊,"['037_U_05', '037_U_04']",37,上行,3,117.967144,37.554563,False
037_U_04,李铁家,"['037_U_05', '037_U_03', '037_U_06']",37,上行,4,117.967254,37.54838,False
037_U_05,窦家,"['037_U_03', '037_U_04', '037_U_06']",37,上行,5,117.967334,37.54687,False
037_U_06,张集,"['008_U_08', '037_U_05', '008_U_07', '037_U_04']",37,上行,6,117.965283,37.542676,False
037_U_07,姑子庵,[],37,上行,7,117.973552,37.534355,False
037_U_08,张佐家,[],37,上行,8,117.982039,37.524597,False
037_U_09,杀虎铜,[],37,上行,9,117.983755,37.504687,False
037_U_15,滨北农贸市场,"['001_U_07', '037_U_18', '001_U_08', '005_U_42', '001_U_13', '001_D_35', '037_U_17', '001_U_06', '001_U_05', '014_U_20', '037_U_19', '001_U_14']",37,上行,15,117.983247,37.472807,False
037_U_17,建设银行,"['037_U_18', '001_U_11', '002_U_10', '037_U_19', '005_U_42', '002_U_13', '001_U_10', '001_U_09', '001_U_07', '001_U_13', '001_U_06', '002_U_12', '014_U_20', '037_U_20', '001_D_35', '001_U_08', '014_U_17', '037_U_15', '001_U_12', '001_U_14']",37,上行,17,117.98769,37.471902,False
037_U_18,小商品城,"['001_U_11', '002_U_10', '037_U_19', '005_U_42', '002_U_13', '001_U_15', '001_U_10', '001_U_09', '001_U_07', '001_U_13', '037_U_17', '001_U_06', '002_U_12', '014_U_20', '037_U_20', '002_U_14', '001_D_35', '001_U_08', '037_U_15', '001_U_12', '001_U_14']",37,上行,18,117.988101,37.469408,False
037_U_19,利百佳超市,"['001_U_07', '037_U_18', '001_U_13', '002_U_13', '001_U_15', '037_U_17', '001_U_06', '001_U_11', '037_U_15', '002_U_12', '014_U_20', '002_U_10', '001_U_12', '037_U_20', '002_U_14', '001_U_14', '001_U_10']",37,上行,19,117.988581,37.466854,False
037_U_20,凤翔名都,"['001_U_16', '037_U_18', '001_U_13', '002_U_13', '001_U_15', '037_U_17', '001_U_11', '002_U_12', '014_U_20', '002_U_10', '001_U_12', '002_U_14', '037_U_19', '001_U_14', '001_U_10']",37,上行,20,117.988963,37.464572,False
038_U_01,坡杜,[],38,上行,1,118.006733,37.570018,False
038_U_02,单家,['038_U_03'],38,上行,2,117.993177,37.57211,False
038_U_03,梧桐赵,['038_U_02'],38,上行,3,117.98766,37.572317,False
081_U_18,武警支队教导队,"['081_U_19', '018_U_07']",81,上行,18,117.987726,37.361058,True
081_U_19,东岳家园南门,"['111_U_05', '018_U_10', '018_U_11', '081_U_18', '111_U_04']",81,上行,19,117.989744,37.363103,True
081_U_24,五岳广场,"['029_U_19', '030_U_36', '101_U_22']",81,上行,24,117.997756,37.378192,True
101_U_22,银座黄河店,"['029_U_19', '002_U_38', '002_U_37', '030_U_36', '081_U_24']",101,上行,22,117.999979,37.380269,True
101_U_23,彭李小区,"['002_U_38', '002_U_37', '029_U_20']",101,上行,23,118.004079,37.380587,True
101_U_24,彭李街道办事处,"['005_U_66', '018_U_18', '101_U_25', '005_U_65', '106_U_27']",101,上行,24,118.008167,37.380881,True
101_U_25,建设银行营业部,"['005_U_66', '033_U_18', '018_U_18', '101_U_24', '005_U_65']",101,上行,25,118.010732,37.38109,True
102_U_07,中海家苑,"['030_U_24', '017_U_17']",102,上行,7,117.947733,37.381912,True
102_U_08,房投置业广场,"['103_U_07', '103_U_08']",102,上行,8,117.952452,37.384922,True
102_U_09,金财苑小区,"['103_U_07', '102_U_10', '017_U_24', '017_U_25', '102_U_12', '103_U_08']",102,上行,9,117.959226,37.384577,True
102_U_10,交通花园,"['032_U_18', '017_U_22', '017_U_23', '017_U_24', '017_U_25', '030_U_26', '102_U_12', '102_U_09']",102,上行,10,117.959984,37.383317,True
102_U_12,鑫苑小区,"['102_U_13', '102_U_10', '017_U_26', '017_U_23', '017_U_24', '017_U_25', '102_U_09']",102,上行,12,117.962894,37.384958,True
102_U_13,同馨家园,"['011_U_08', '017_U_27', '112_U_14', '011_U_09', '017_U_24', '017_U_25', '011_U_07', '102_U_12']",102,上行,13,117.965628,37.384957,True
102_U_17,黄河小区二区,"['017_U_30', '017_U_29', '030_U_30']",102,上行,17,117.974032,37.387312,True
102_U_28,实验初中部,"['005_U_67', '002_U_39', '002_U_40', '009_U_43']",102,上行,28,118.005808,37.373592,True
103_U_07,中海大厦,"['030_U_25', '102_U_08', '102_U_09', '103_U_08']",103,上行,7,117.95561,37.382871,True
103_U_08,金融大厦,"['103_U_07', '103_U_09', '102_U_08', '102_U_09']",103,上行,8,117.95554,37.38603,True
103_U_09,丽景新园,['103_U_08'],103,上行,9,117.957163,37.388098,True
103_U_31,第五中学,"['001_D_02', '011_U_32', '010_U_53', '103_U_32', '106_D_02', '103_U_34', '006_U_44', '001_U_34', '106_U_36', '011_U_30', '106_U_37', '011_U_31']",103,上行,31,118.035006,37.371882,False
103_U_32,红旗居委会,"['011_U_32', '010_U_53', '011_U_33', '022_U_32', '103_U_31', '106_D_02', '103_U_34', '106_U_36', '106_U_37', '011_U_31']",103,上行,32,118.037653,37.372104,False
103_U_34,纺织市场,"['011_U_32', '036_U_30', '011_U_33', '103_U_32', '103_U_31', '106_U_37', '106_U_36', '011_U_30', '036_U_29', '011_U_31']",103,上行,34,118.03814,37.376055,False
105_U_07,新高都,"['107_U_10', '009_U_36', '105_U_08']",105,上行,7,117.962235,37.373208,True
105_U_08,金茂国际,"['017_U_21', '105_U_07', '017_U_20', '107_U_11', '107_U_10']",105,上行,8,117.962215,37.375871,True
105_U_14,文馨家园,"['006_U_27', '017_U_25', '017_U_26']",105,上行,14,117.96227,37.39005,True
105_U_18,奥体中心,"['011_U_04', '105_U_19']",105,上行,18,117.970119,37.401062,True
105_U_19,滨州市博物馆,"['105_U_18', '106_U_15', '105_U_20']",105,上行,19,117.970377,37.403741,True
105_U_20,劳动小区,"['106_U_15', '105_U_21', '105_U_19']",105,上行,20,117.970778,37.407638,True
105_U_21,新庄居委会,"['106_U_15', '105_U_22', '105_U_20']",105,上行,21,117.974246,37.409429,True
105_U_22,张课居委会,"['105_U_23', '105_U_21']",105,上行,22,117.976078,37.408165,True
105_U_23,滨州市科技馆,['105_U_22'],105,上行,23,117.977988,37.405923,True
105_U_29,绿茵四季花城,"['002_U_26', '007_U_04', '113_U_28']",105,上行,29,118.012699,37.414158,True
105_U_30,滨南作业大队,"['001_U_25', '001_U_26', '113_U_29']",105,上行,30,118.018382,37.414567,True
105_U_34,区政务服务中心,"['018_U_33', '018_U_34', '105_U_35', '001_U_23', '113_U_35', '105_U_36']",105,上行,34,118.021126,37.430424,False
105_U_35,滨城区人民法院,"['018_U_34', '111_U_34', '105_U_34', '113_U_35', '105_U_36']",105,上行,35,118.022874,37.433483,False
105_U_36,创业花园,"['018_U_33', '018_U_34', '105_U_35', '111_U_34', '105_U_34', '113_U_35']",105,上行,36,118.024505,37.431879,False
105_U_39,区交通局,"['105_D_06', '004_U_15', '018_U_35', '018_U_36', '105_U_40']",105,上行,39,118.040255,37.428233,False
105_U_40,粮丰花苑,"['004_U_13', '105_U_39', '013_U_21', '004_U_14', '004_U_12']",105,上行,40,118.045965,37.4284,False
105_D_06,滨城广电,"['004_U_15', '105_U_39', '004_U_16', '018_U_35', '004_U_14', '004_U_17', '012_U_07']",105,下行,6,118.038117,37.422112,False
106_U_05,北街家苑一区,['017_U_15'],106,上行,5,117.936698,37.382533,True
106_U_06,耀华大厦,[],106,上行,6,117.936867,37.387753,True
106_U_07,中海新苑,[],106,上行,7,117.93708,37.392847,True
106_U_08,实验学校西校区,[],106,上行,8,117.937093,37.39843,True
106_U_09,聚龙花园,['106_U_10'],106,上行,9,117.937162,37.403325,True
106_U_10,大尚家苑,"['106_U_11', '106_U_09']",106,上行,10,117.940238,37.4058,True
106_U_11,莲华学园,['106_U_10'],106,上行,11,117.944093,37.405803,True
106_U_12,东尚家苑,[],106,上行,12,117.9485,37.405842,True
106_U_13,会展中心,[],106,上行,13,117.955532,37.405826,True
106_U_14,望海花园,['006_U_23'],106,上行,14,117.965391,37.405844,True
106_U_15,滨州市图书馆,"['105_U_21', '105_U_19', '105_U_20']",106,上行,15,117.972605,37.405857,True
106_U_26,市司法局宿舍,"['002_U_36', '002_U_37', '030_U_39']",106,上行,26,118.002332,37.384376,True
106_U_27,彭集街道安民社区,"['005_U_64', '005_U_65', '030_U_40', '101_U_24']",106,上行,27,118.007045,37.384715,True
106_U_36,五四鑫苑,"['010_U_53', '103_U_31', '106_D_02', '006_U_44', '011_U_30', '106_U_37']",106,上行,36,118.031479,37.371705,True
106_U_37,书香府邸,"['001_D_02', '011_U_32', '010_U_53', '103_U_32', '009_U_47', '103_U_31', '106_D_02', '103_U_34', '006_U_44', '001_U_34', '106_U_36', '011_U_30', '011_U_31']",106,上行,37,118.03401,37.370882,False
106_D_02,五四小区北门,"['011_U_32', '010_U_53', '022_U_32', '009_U_47', '103_U_32', '103_U_31', '006_U_44', '106_U_36', '011_U_30', '106_U_37', '011_U_31']",106,下行,2,118.033535,37.369105,False
107_U_10,西城华府,"['017_U_22', '017_U_21', '105_U_07', '017_U_20', '107_U_11', '105_U_08']",107,上行,10,117.963263,37.377005,True
107_U_11,国际大厦,"['011_U_11', '017_U_21', '011_U_10', '107_U_10', '105_U_08']",107,上行,11,117.965435,37.377017,True
107_U_12,至尊门第,"['011_U_11', '011_U_10', '030_U_28']",107,上行,12,117.969685,37.377049,True
107_U_13,湾刘小区,"['030_U_32', '003_U_04']",107,上行,13,117.980822,37.376597,True
107_U_25,锦程大厦,"['005_U_61', '005_U_60', '036_U_19']",107,上行,25,118.008092,37.398775,True
107_U_26,怡海小区,"['007_U_07', '026_U_47', '007_U_08']",107,上行,26,118.015154,37.399332,True
107_U_36,后刘,"['023_U_22', '023_U_23', '107_U_38', '107_U_37']",107,上行,36,118.042877,37.397022,False
107_U_37,湾东赵,"['107_U_38', '023_U_22', '107_U_39', '023_U_23', '107_U_36']",107,上行,37,118.042601,37.399317,False
107_U_38,常家,"['107_U_40', '107_U_36', '107_U_39', '107_U_37']",107,上行,38,118.042039,37.402693,False
107_U_39,豪德西门,"['107_U_40', '107_U_38', '107_U_37']",107,上行,39,118.041137,37.406282,False
107_U_40,豪德北门,"['107_U_41', '107_U_39', '107_U_38']",107,上行,40,118.043291,37.409199,False
107_U_41,东客运站,['107_U_40'],107,上行,41,118.049612,37.409281,False
108_U_02,中海清瑞,[],108,上行,2,117.936048,37.361938,True
108_U_03,秦皇河社区,[],108,上行,3,117.936054,37.356237,True
109_U_01,西辛庄,[],109,上行,1,117.810779,37.424276,False
109_U_02,西游李,[],109,上行,2,117.814488,37.415665,False
109_U_03,游家庄子村,[],109,上行,3,117.825855,37.415945,False
109_U_04,后八角孙,['109_U_05'],109,上行,4,117.854453,37.413249,False
109_U_05,前八角孙,['109_U_04'],109,上行,5,117.857904,37.413534,False
109_U_06,西茶棚,['109_U_07'],109,上行,6,117.873521,37.413736,False
109_U_07,杨柳雪中心学校,"['109_U_08', '109_U_06']",109,上行,7,117.878052,37.410776,False
109_U_08,纪家,"['109_U_07', '109_U_10', '109_U_09']",109,上行,8,117.878534,37.404328,False
109_U_09,前纪,"['109_U_08', '109_U_10']",109,上行,9,117.878932,37.398877,False
109_U_10,南孙,"['109_U_08', '109_U_11', '109_U_09']",109,上行,10,117.88207,37.398609,False
109_U_11,采油105队,['109_U_10'],109,上行,11,117.887688,37.398237,False
109_U_13,穆刘,"['109_U_14', '009_U_25']",109,上行,13,117.898784,37.397453,False
109_U_14,茶棚赵,"['109_U_13', '009_U_25']",109,上行,14,117.903698,37.397104,False
109_U_15,四环五海公司,[],109,上行,15,117.912353,37.396689,True
109_U_16,中梁首府,['109_U_17'],109,上行,16,117.92162,37.395912,True
109_U_17,中海小学,['109_U_16'],109,上行,17,117.92371,37.392988,True
109_U_18,华翔苑,[],109,上行,18,117.923723,37.386187,True
111_U_02,亚泰商贸城,"['012_U_32', '011_U_16', '010_U_42', '011_U_14']",111,上行,2,117.974348,37.366027,True
111_U_04,市公安局,"['111_U_05', '081_U_19']",111,上行,4,117.988276,37.366165,True
111_U_05,东岳家园北门,"['018_U_11', '081_U_19', '111_U_04']",111,上行,5,117.989905,37.36632,True
111_U_23,崔付刘,"['036_U_31', '036_U_30', '020_U_23', '020_U_25', '020_U_26', '020_U_24', '036_U_32', '020_U_27']",111,上行,23,118.043772,37.387974,False
111_U_34,滨州中学,"['105_U_35', '105_U_36']",111,上行,34,118.023088,37.438874,False
111_U_35,火车站,[],111,上行,35,118.017287,37.452747,False
111_D_33,市海洋发展渔业局,"['011_U_15', '011_U_16']",111,下行,33,117.979468,37.363119,True
112_U_05,南街家苑,"['009_U_33', '017_U_18', '017_U_17', '010_U_36']",112,上行,5,117.947206,37.374475,True
112_U_14,市实验幼儿园,"['011_U_08', '102_U_13', '011_U_09', '011_U_07', '017_U_28']",112,上行,14,117.969454,37.384967,True
