格式化上车站点编号,格式化下车站点编号,一天内刷卡数
007_U_08,007_U_16,1
007_U_08,007_U_19,2
007_U_09,007_U_11,3
007_U_09,007_U_12,24
007_U_09,007_U_13,14
007_U_09,007_U_15,8
007_U_09,007_U_16,3
007_U_09,007_U_18,4
007_U_09,007_U_19,2
007_U_09,007_U_20,1
007_U_09,033_U_19,1
007_U_10,007_U_11,1
007_U_10,007_U_12,5
007_U_10,007_U_13,7
007_U_10,007_U_15,10
007_U_10,007_U_16,4
007_U_10,007_U_19,3
007_U_11,007_U_12,5
007_U_11,007_U_13,4
007_U_11,007_U_14,1
007_U_11,007_U_15,1
007_U_11,007_U_19,4
007_U_11,007_U_21,1
007_U_12,007_U_13,4
007_U_12,007_U_15,1
007_U_12,007_U_16,2
007_U_12,007_U_17,1
007_U_12,007_U_18,3
007_U_12,007_U_20,1
007_U_12,007_U_21,1
007_U_12,012_U_23,1
007_U_13,007_U_14,4
007_U_13,007_U_15,3
007_U_13,007_U_16,1
007_U_13,007_U_18,3
007_U_13,007_U_19,2
007_U_13,007_U_20,1
007_U_13,007_U_21,6
007_U_13,102_U_28,1
007_U_14,007_U_15,1
007_U_14,007_U_16,2
007_U_14,007_U_18,7
007_U_14,007_U_19,3
007_U_14,007_U_20,3
007_U_14,007_U_21,5
007_U_15,007_U_16,3
007_U_15,007_U_18,1
007_U_15,007_U_19,3
007_U_15,007_U_20,1
007_U_15,007_U_21,4
007_U_16,007_U_17,1
007_U_16,007_U_18,2
007_U_16,007_U_19,1
007_U_16,007_U_21,7
007_U_18,007_U_21,1
007_U_19,007_U_21,2
008_D_01,008_D_06,1
008_D_01,008_D_07,1
008_D_01,008_D_08,1
008_D_01,008_D_15,2
008_D_01,008_D_22,1
008_D_01,008_D_24,1
008_D_01,008_D_27,1
008_D_01,008_D_37,2
008_D_01,008_D_45,1
008_D_02,008_D_15,1
008_D_03,008_D_15,2
008_D_04,008_D_10,1
008_D_04,008_D_26,1
008_D_06,008_D_37,2
008_D_07,008_D_37,1
008_D_08,008_D_37,1
008_D_09,008_D_15,1
008_D_09,106_U_34,1
008_D_11,008_D_21,1
008_D_11,008_D_27,1
008_D_12,008_D_37,1
008_D_13,008_D_45,1
008_D_21,008_D_27,1
008_D_23,008_D_45,1
008_D_25,008_D_27,1
008_D_25,008_D_45,1
008_U_01,008_U_33,1
008_U_02,008_U_19,1
008_U_02,008_U_21,1
008_U_02,008_U_31,1
008_U_02,008_U_40,1
008_U_02,008_U_42,1
008_U_04,008_U_27,1
008_U_04,008_U_35,1
008_U_05,008_U_42,1
008_U_06,008_U_42,1
008_U_07,008_U_22,1
008_U_07,008_U_32,1
008_U_07,008_U_33,1
008_U_07,008_U_36,1
008_U_07,008_U_42,2
008_U_08,008_U_20,1
008_U_08,008_U_35,2
008_U_08,008_U_38,2
008_U_08,008_U_42,2
008_U_15,008_U_16,1
008_U_20,008_U_33,1
008_U_21,008_U_28,1
008_U_24,008_U_38,1
008_U_28,008_U_33,1
008_U_28,008_U_39,1
008_U_28,008_U_42,2
008_U_36,008_U_41,1
009_D_01,009_D_33,1
009_D_01,009_D_40,4
009_D_01,009_D_45,2
009_D_03,009_D_16,1
009_D_03,009_D_23,1
009_D_03,009_D_31,1
009_D_04,009_D_10,1
009_D_04,009_D_18,1
009_D_04,009_D_20,1
009_D_04,009_D_27,1
009_D_04,009_D_35,3
009_D_04,009_D_47,1
009_D_05,009_D_08,1
009_D_05,009_D_12,1
009_D_05,009_D_13,1
009_D_05,009_D_16,2
009_D_06,009_D_35,1
009_D_07,009_D_45,1
009_D_08,009_D_35,1
009_D_10,009_D_16,1
009_D_12,009_D_45,1
009_D_14,009_D_45,1
009_D_15,009_D_40,1
009_D_15,009_D_47,1
009_D_17,009_D_26,3
009_D_17,009_D_35,1
009_D_17,009_D_40,1
009_D_19,009_D_47,1
009_D_20,009_D_35,1
009_D_20,009_D_37,1
009_D_20,009_D_40,1
009_D_20,009_D_47,1
009_D_21,009_D_46,1
009_D_25,009_D_28,1
009_U_01,009_U_21,1
009_U_01,009_U_29,1
009_U_01,009_U_32,1
009_U_01,009_U_33,2
009_U_01,009_U_43,1
009_U_01,009_U_44,1
009_U_01,009_U_46,1
009_U_02,009_U_26,1
009_U_02,009_U_29,1
009_U_02,009_U_31,1
009_U_03,009_U_36,1
009_U_03,009_U_41,1
009_U_05,009_U_29,1
009_U_06,009_U_31,1
009_U_06,009_U_33,1
009_U_06,009_U_45,1
009_U_06,009_U_47,3
009_U_07,009_U_29,1
009_U_07,009_U_47,1
009_U_12,009_U_31,2
009_U_12,009_U_40,1
009_U_12,009_U_44,2
009_U_13,009_U_33,1
009_U_13,009_U_42,1
009_U_13,009_U_44,1
009_U_14,009_U_47,1
009_U_15,009_U_44,1
009_U_16,009_U_31,1
009_U_17,009_U_21,1
009_U_17,009_U_32,1
009_U_17,009_U_33,1
009_U_17,009_U_38,1
009_U_17,009_U_45,1
009_U_18,009_U_46,1
009_U_20,009_U_23,1
009_U_21,009_U_44,1
009_U_22,009_U_31,4
009_U_23,009_U_32,1
009_U_23,009_U_46,2
009_U_25,009_U_33,1
009_U_25,009_U_45,1
009_U_27,009_U_33,1
009_U_28,009_U_36,1
009_U_28,009_U_44,1
009_U_32,009_U_36,1
009_U_35,009_U_39,1
009_U_38,009_U_44,2
009_U_41,009_U_45,1
009_U_41,009_U_46,1
010_D_01,010_D_02,1
010_D_01,010_D_08,1
010_D_03,010_D_06,3
010_D_03,010_D_20,1
010_D_03,010_D_39,1
010_D_03,010_D_40,1
010_D_03,010_D_41,1
010_D_03,010_D_43,1
010_D_04,010_D_06,1
010_D_04,010_D_37,1
010_D_04,010_D_41,2
010_D_05,010_D_12,1
010_D_05,010_D_17,1
010_D_05,010_D_37,2
010_D_05,010_D_41,4
010_D_05,010_D_52,1
010_D_05,012_U_24,1
010_D_06,010_D_13,2
010_D_06,010_D_30,1
010_D_06,010_D_41,2
010_D_07,010_D_11,1
010_D_07,010_D_13,2
010_D_08,010_D_23,1
010_D_09,010_D_41,1
010_D_10,010_D_12,1
010_D_10,010_D_21,1
010_D_11,010_D_34,1
010_D_12,010_D_20,1
010_D_12,010_D_39,1
010_D_13,010_D_41,1
010_D_14,010_D_20,1
010_D_14,010_D_41,1
010_D_15,010_D_22,2
010_D_15,010_D_41,1
010_D_16,010_D_30,1
010_D_17,010_D_41,2
010_D_18,010_D_19,1
010_D_18,010_D_39,1
010_D_20,010_D_25,1
010_D_20,010_D_31,1
010_D_20,010_D_34,1
010_D_20,010_D_41,3
010_D_22,010_D_41,1
010_D_24,010_D_30,1
010_U_02,010_U_50,1
010_U_13,010_U_38,2
010_U_14,010_U_52,1
010_U_15,010_U_43,1
010_U_15,010_U_52,1
010_U_16,010_U_33,1
010_U_17,010_U_35,1
010_U_17,010_U_50,1
010_U_17,010_U_51,1
010_U_18,010_U_50,1
010_U_20,010_U_26,2
010_U_20,010_U_35,2
010_U_20,010_U_44,1
010_U_21,010_U_35,1
010_U_21,010_U_49,1
010_U_23,010_U_52,1
010_U_24,010_U_35,1
010_U_25,010_U_35,1
010_U_25,010_U_52,1
010_U_26,010_U_52,1
010_U_28,010_U_51,1
010_U_29,010_U_46,1
010_U_32,010_U_43,1
010_U_33,010_U_39,2
010_U_35,010_U_37,1
010_U_35,010_U_41,1
010_U_36,010_U_37,1
010_U_37,010_U_48,1
010_U_37,010_U_49,2
010_U_37,010_U_51,1
010_U_41,010_U_45,1
010_U_41,010_U_47,1
010_U_43,010_U_44,1
010_U_43,010_U_49,1
010_U_44,010_U_49,1
010_U_47,010_U_49,1
010_U_47,010_U_51,1
010_U_52,010_U_54,1
011_D_01,011_D_07,1
011_D_01,011_D_14,1
011_D_01,011_D_17,1
011_D_01,011_D_20,1
011_D_02,011_D_11,2
011_D_02,011_D_25,1
011_D_02,011_D_33,1
011_D_03,007_D_05,1
011_D_03,011_D_04,2
011_D_03,011_D_05,1
011_D_03,011_D_11,1
011_D_03,011_D_14,5
011_D_03,011_D_17,1
011_D_04,011_D_07,1
011_D_04,011_D_11,1
011_D_04,011_D_12,1
011_D_04,011_D_14,9
011_D_04,011_D_17,1
011_D_04,011_D_18,1
011_D_04,011_D_30,1
011_D_04,028_U_32,1
011_D_05,011_D_11,2
011_D_05,011_D_12,1
011_D_05,011_D_14,3
011_D_05,011_D_16,2
011_D_05,011_D_19,1
011_D_05,011_D_41,1
011_D_06,001_U_25,1
011_D_06,011_D_11,3
011_D_06,011_D_14,2
011_D_07,011_D_08,1
011_D_07,011_D_14,6
011_D_07,016_D_08,1
011_D_07,108_U_33,1
011_D_08,011_D_11,2
011_D_08,011_D_14,2
011_D_08,011_D_18,2
011_D_08,011_D_19,1
011_D_09,011_D_11,1
011_D_09,011_D_12,1
011_D_09,011_D_14,6
011_D_09,011_D_16,1
011_D_09,011_D_18,1
011_D_09,011_D_19,1
011_D_09,011_D_24,2
011_D_09,011_D_34,1
011_D_10,011_D_11,1
011_D_11,011_D_14,1
011_D_11,011_D_24,1
011_D_11,011_D_29,2
011_D_12,011_D_18,2
011_D_13,011_D_14,5
011_D_13,011_D_17,1
011_D_13,011_D_21,1
011_D_13,011_D_23,1
011_D_13,011_D_25,1
011_D_13,011_D_26,2
011_D_13,011_D_41,3
011_D_13,106_U_32,1
011_D_14,011_D_15,1
011_D_14,011_D_16,6
011_D_14,011_D_36,3
011_D_14,011_D_41,1
011_D_15,011_D_16,1
011_D_15,011_D_18,3
011_D_15,011_D_19,1
011_D_15,011_D_25,4
011_D_15,011_D_26,2
011_D_15,011_D_28,2
011_D_15,011_D_41,1
011_D_16,011_D_17,3
011_D_16,011_D_24,1
011_D_16,011_D_25,1
011_D_16,011_D_26,3
011_D_16,011_D_40,1
011_D_17,011_D_19,1
011_D_17,011_D_20,1
011_D_17,011_D_23,3
011_D_17,011_D_24,1
011_D_17,011_D_25,2
011_D_17,011_D_26,2
011_D_17,011_D_28,2
011_D_17,011_D_30,1
011_D_17,011_D_36,1
011_D_17,011_D_37,2
011_D_17,011_D_39,5
011_D_18,011_D_22,1
011_D_18,011_D_25,2
011_D_18,011_D_26,4
011_D_18,011_D_28,4
011_D_18,011_D_32,1
011_D_18,011_D_40,4
011_D_18,011_D_41,3
011_D_19,011_D_22,1
011_D_19,011_D_23,1
011_D_19,011_D_24,3
011_D_19,011_D_26,1
011_D_19,011_D_28,4
011_D_19,011_D_29,1
011_D_19,011_D_32,1
011_D_19,011_D_33,2
011_D_20,011_D_25,1
011_D_20,011_D_28,1
011_D_20,011_D_36,1
011_D_20,011_D_41,1
011_D_21,011_D_24,1
011_D_21,011_D_26,1
011_D_21,011_D_32,1
011_D_21,011_D_39,2
011_D_22,011_D_28,1
011_D_22,011_D_30,1
011_D_22,011_D_34,1
011_D_22,011_D_41,1
011_D_23,011_D_26,1
011_D_23,011_D_31,1
011_D_23,011_D_34,1
011_D_24,011_D_25,1
011_D_24,011_D_26,1
011_D_24,011_D_28,1
011_D_24,011_D_30,2
011_D_24,011_D_33,1
011_D_24,011_D_37,1
011_D_25,011_D_26,1
011_D_25,011_D_30,1
011_D_25,011_D_33,3
011_D_25,011_D_34,2
011_D_25,011_D_37,1
011_D_25,011_D_41,1
011_D_26,011_D_33,1
011_D_26,011_D_36,1
011_D_27,011_D_28,2
011_D_27,011_D_30,2
011_D_27,011_D_31,1
011_D_27,011_D_34,2
011_D_27,011_D_36,2
011_D_27,011_D_40,1
011_D_28,011_D_31,2
011_D_28,011_D_39,2
011_D_28,011_D_41,1
011_D_29,011_D_31,1
011_D_29,011_D_36,1
011_D_29,011_D_41,1
011_D_30,011_D_34,2
011_D_30,011_D_37,1
011_D_30,011_D_40,1
011_D_30,011_D_41,2
011_D_31,011_D_33,1
011_D_31,011_D_36,2
011_D_31,011_D_39,1
011_D_32,011_D_41,1
011_D_33,011_D_40,1
011_D_33,011_D_41,2
011_D_35,011_D_41,4
011_D_36,011_D_41,1
011_D_39,011_D_41,1
011_U_01,011_U_03,1
011_U_01,011_U_04,1
011_U_01,011_U_05,2
011_U_01,011_U_06,4
011_U_01,011_U_07,5
011_U_01,011_U_09,1
011_U_01,011_U_11,1
011_U_01,011_U_12,1
011_U_01,011_U_19,1
011_U_01,011_U_21,1
011_U_01,011_U_23,2
011_U_01,011_U_26,4
011_U_01,011_U_28,3
011_U_01,011_U_33,1
011_U_02,011_U_07,1
011_U_02,011_U_11,1
011_U_02,011_U_14,1
011_U_02,011_U_23,4
011_U_02,011_U_25,1
011_U_03,011_U_06,1
011_U_03,011_U_10,1
011_U_03,011_U_12,2
011_U_03,011_U_20,2
011_U_03,011_U_24,5
011_U_04,011_U_10,1
011_U_04,011_U_11,1
011_U_04,011_U_15,1
011_U_04,011_U_17,1
011_U_04,011_U_24,2
011_U_04,011_U_26,1
011_U_05,011_U_14,3
011_U_05,011_U_21,1
011_U_05,011_U_24,1
011_U_05,011_U_26,3
011_U_06,011_U_11,2
011_U_06,011_U_14,3
011_U_06,011_U_15,3
011_U_06,011_U_17,1
011_U_06,011_U_21,1
011_U_06,011_U_22,1
011_U_06,011_U_28,1
011_U_07,011_U_10,1
011_U_07,011_U_14,2
011_U_07,011_U_15,3
011_U_07,011_U_17,1
011_U_07,011_U_22,2
011_U_07,011_U_36,1
011_U_08,011_U_22,1
011_U_08,011_U_23,1
011_U_09,011_U_20,1
011_U_09,011_U_23,1
011_U_09,011_U_26,1
011_U_10,011_U_12,4
011_U_10,011_U_14,1
011_U_11,011_U_14,2
011_U_11,011_U_17,2
011_U_11,011_U_18,1
011_U_11,011_U_19,1
011_U_11,011_U_24,5
011_U_11,011_U_26,1
011_U_11,011_U_35,1
011_U_12,011_U_22,1
011_U_13,011_U_14,3
011_U_13,011_U_17,2
011_U_13,011_U_22,4
011_U_13,011_U_23,6
011_U_13,011_U_24,2
011_U_13,011_U_26,4
011_U_13,011_U_29,1
011_U_13,011_U_36,1
011_U_14,011_U_15,6
011_U_14,011_U_17,2
011_U_14,011_U_23,3
011_U_14,011_U_25,1
011_U_14,011_U_26,3
011_U_14,011_U_28,2
011_U_14,011_U_29,1
011_U_15,011_U_17,2
011_U_15,011_U_19,1
011_U_15,011_U_21,1
011_U_15,011_U_24,2
011_U_15,011_U_26,1
011_U_15,011_U_28,1
011_U_15,011_U_36,1
011_U_16,011_U_21,2
011_U_16,011_U_24,1
011_U_16,011_U_26,4
011_U_17,011_U_19,2
011_U_17,011_U_22,2
011_U_17,011_U_23,5
011_U_17,011_U_24,5
011_U_17,011_U_26,1
011_U_17,011_U_29,1
011_U_17,011_U_31,2
011_U_18,011_U_20,1
011_U_18,011_U_24,2
011_U_18,011_U_28,1
011_U_19,011_U_22,1
011_U_19,011_U_24,2
011_U_20,011_U_22,1
011_U_20,011_U_26,1
011_U_20,011_U_28,2
011_U_20,011_U_36,1
011_U_21,011_U_23,1
011_U_21,011_U_24,1
011_U_22,011_U_25,1
011_U_22,011_U_26,4
011_U_22,011_U_33,1
011_U_22,011_U_36,1
011_U_23,011_U_26,3
011_U_23,011_U_28,4
011_U_23,011_U_31,2
011_U_23,011_U_35,3
011_U_24,011_U_25,1
011_U_24,011_U_26,4
011_U_24,011_U_28,1
011_U_24,011_U_35,1
011_U_24,011_U_36,2
011_U_25,011_U_26,5
011_U_25,011_U_28,1
011_U_25,011_U_29,1
011_U_25,011_U_30,1
011_U_25,011_U_31,1
011_U_25,011_U_33,2
011_U_26,011_U_28,2
011_U_26,011_U_31,1
011_U_26,011_U_33,2
011_U_26,011_U_35,7
011_U_26,011_U_36,2
011_U_26,028_U_35,1
011_U_27,011_U_28,1
011_U_27,011_U_32,2
011_U_27,011_U_34,2
011_U_28,011_U_29,1
011_U_28,011_U_33,1
011_U_28,011_U_35,1
011_U_29,011_U_30,1
011_U_29,011_U_33,1
011_U_29,022_U_33,1
011_U_30,011_U_31,1
011_U_30,011_U_33,1
011_U_30,011_U_35,4
011_U_32,011_U_35,1
011_U_32,011_U_36,1
012_D_01,012_D_02,16
012_D_01,012_D_04,1
012_D_01,012_D_05,3
012_D_01,012_D_06,3
012_D_01,012_D_07,3
012_D_01,012_D_08,4
012_D_01,012_D_10,4
012_D_01,012_D_11,6
012_D_01,012_D_12,4
012_D_01,012_D_13,10
012_D_01,012_D_14,6
012_D_01,012_D_16,2
012_D_01,012_D_17,2
012_D_01,012_D_18,5
012_D_01,012_D_19,1
012_D_01,012_D_23,4
012_D_01,012_D_26,1
012_D_01,012_D_27,3
012_D_01,012_D_29,1
012_D_01,012_D_30,2
012_D_01,012_D_31,3
012_D_01,012_D_32,2
012_D_02,012_D_06,1
012_D_02,012_D_13,3
012_D_02,012_D_30,1
012_D_03,012_D_09,1
012_D_03,012_D_10,3
012_D_03,012_D_11,3
012_D_03,012_D_12,1
012_D_03,012_D_13,5
012_D_03,012_D_14,2
012_D_03,012_D_17,3
012_D_03,012_D_18,5
012_D_03,012_D_20,1
012_D_03,012_D_21,1
012_D_03,012_D_24,2
012_D_03,012_D_25,1
012_D_03,012_D_28,1
012_D_03,012_D_30,1
012_D_04,012_D_13,2
012_D_04,012_D_14,2
012_D_04,012_D_16,2
012_D_04,012_D_21,1
012_D_05,012_D_11,1
012_D_05,012_D_13,2
012_D_05,012_D_14,1
012_D_05,012_D_18,1
012_D_06,012_D_09,2
012_D_06,012_D_10,1
012_D_06,012_D_12,4
012_D_06,012_D_13,2
012_D_06,012_D_14,1
012_D_06,012_D_18,1
012_D_06,012_D_20,1
012_D_06,012_D_32,1
012_D_07,012_D_09,2
012_D_07,012_D_13,1
012_D_07,012_D_16,1
012_D_08,012_D_13,1
012_D_08,012_D_16,1
012_D_08,012_D_18,1
012_D_09,012_D_11,2
012_D_09,012_D_13,5
012_D_09,012_D_14,1
012_D_09,012_D_15,1
012_D_09,012_D_16,4
012_D_09,012_D_18,1
012_D_09,012_D_21,1
012_D_09,012_D_23,1
012_D_09,012_D_26,1
012_D_09,012_D_28,2
012_D_09,012_D_30,3
012_D_09,012_D_32,1
012_D_10,012_D_11,1
012_D_10,012_D_12,3
012_D_10,012_D_13,2
012_D_10,012_D_14,4
012_D_10,012_D_16,1
012_D_10,012_D_18,8
012_D_10,012_D_20,4
012_D_10,012_D_21,1
012_D_10,012_D_23,1
012_D_10,012_D_24,2
012_D_10,012_D_26,4
012_D_10,012_D_28,1
012_D_10,012_D_29,1
012_D_10,012_D_32,2
012_D_10,111_D_19,1
012_D_11,012_D_13,1
012_D_11,012_D_14,2
012_D_11,012_D_21,2
012_D_11,012_D_23,2
012_D_11,012_D_24,1
012_D_11,012_D_32,1
012_D_12,012_D_13,8
012_D_12,012_D_14,4
012_D_12,012_D_15,1
012_D_12,012_D_16,4
012_D_12,012_D_17,9
012_D_12,012_D_18,5
012_D_12,012_D_19,3
012_D_12,012_D_20,1
012_D_12,012_D_21,2
012_D_12,012_D_23,4
012_D_12,012_D_24,1
012_D_12,012_D_26,2
012_D_12,012_D_27,1
012_D_12,012_D_28,5
012_D_12,012_D_30,2
012_D_12,012_D_31,2
012_D_12,012_D_32,10
012_D_12,105_U_41,1
012_D_13,012_D_14,1
012_D_13,012_D_16,3
012_D_13,012_D_17,3
012_D_13,012_D_18,9
012_D_13,012_D_20,4
012_D_13,012_D_21,1
012_D_13,012_D_23,3
012_D_13,012_D_26,8
012_D_13,012_D_29,1
012_D_13,012_D_30,3
012_D_13,012_D_31,1
012_D_13,012_D_32,11
012_D_14,012_D_15,5
012_D_14,012_D_16,1
012_D_14,012_D_17,4
012_D_14,012_D_18,8
012_D_14,012_D_20,4
012_D_14,012_D_21,3
012_D_14,012_D_23,1
012_D_14,012_D_24,1
012_D_14,012_D_26,3
012_D_14,012_D_27,1
012_D_14,012_D_28,2
012_D_14,012_D_29,1
012_D_14,012_D_30,3
012_D_14,012_D_31,1
012_D_14,012_D_32,9
012_D_15,012_D_18,4
012_D_15,012_D_23,1
012_D_15,012_D_26,3
012_D_15,012_D_30,2
012_D_15,012_D_31,1
012_D_15,012_D_32,5
012_D_16,012_D_18,4
012_D_16,012_D_20,3
012_D_16,012_D_21,1
012_D_16,012_D_23,4
012_D_16,012_D_24,5
012_D_16,012_D_27,2
012_D_16,012_D_28,1
012_D_16,012_D_29,1
012_D_16,012_D_30,5
012_D_16,012_D_31,6
012_D_16,012_D_32,5
012_D_17,012_D_18,3
012_D_17,012_D_20,1
012_D_17,012_D_23,3
012_D_17,012_D_24,1
012_D_17,012_D_26,1
012_D_17,012_D_27,2
012_D_17,012_D_30,7
012_D_17,012_D_31,3
012_D_17,012_D_32,3
012_D_18,012_D_19,1
012_D_18,012_D_20,2
012_D_18,012_D_21,1
012_D_18,012_D_23,1
012_D_18,012_D_24,1
012_D_18,012_D_26,2
012_D_18,012_D_27,2
012_D_18,012_D_30,1
012_D_18,012_D_31,2
012_D_18,012_D_32,1
012_D_19,012_D_21,2
012_D_19,012_D_28,1
012_D_19,012_D_31,1
012_D_19,012_D_32,2
012_D_20,012_D_28,1
012_D_20,012_D_30,1
012_D_20,012_D_32,2
012_D_21,012_D_23,1
012_D_21,012_D_26,1
012_D_21,012_D_31,1
012_D_22,012_D_26,1
012_D_22,012_D_27,2
012_D_22,012_D_28,1
012_D_22,012_D_32,1
012_D_23,012_D_30,1
012_D_24,012_D_25,3
012_D_24,012_D_28,2
012_D_24,012_D_29,1
012_D_24,012_D_30,1
012_D_24,012_D_32,2
012_D_26,012_D_29,2
012_D_26,012_D_30,2
012_D_26,012_D_31,1
012_D_26,012_D_32,6
012_D_26,105_U_41,1
012_D_27,012_D_30,1
012_D_27,012_D_31,1
012_D_28,012_D_32,3
012_D_30,012_D_32,1
012_D_31,012_D_32,2
012_U_01,012_U_02,7
012_U_01,012_U_04,1
012_U_01,012_U_05,1
012_U_01,012_U_07,7
012_U_01,012_U_09,2
012_U_01,012_U_12,1
012_U_01,012_U_13,1
012_U_01,012_U_14,2
012_U_01,012_U_15,4
012_U_01,012_U_16,1
012_U_01,012_U_17,6
012_U_01,012_U_18,5
012_U_01,012_U_19,24
012_U_01,012_U_20,14
012_U_01,012_U_21,3
012_U_01,012_U_22,10
012_U_01,012_U_23,1
012_U_01,012_U_24,4
012_U_01,012_U_25,1
012_U_01,012_U_28,1
012_U_01,012_U_32,5
012_U_01,108_U_33,1
012_U_02,012_U_03,1
012_U_02,012_U_06,1
012_U_02,012_U_07,1
012_U_02,012_U_09,3
012_U_02,012_U_12,3
012_U_02,012_U_15,2
012_U_02,012_U_17,3
012_U_02,012_U_18,6
012_U_02,012_U_19,7
012_U_02,012_U_20,2
012_U_02,012_U_22,1
012_U_02,012_U_32,3
012_U_03,012_U_04,6
012_U_03,012_U_06,1
012_U_03,012_U_07,5
012_U_03,012_U_09,11
012_U_03,012_U_10,2
012_U_03,012_U_14,1
012_U_03,012_U_15,1
012_U_03,012_U_16,1
012_U_03,012_U_17,7
012_U_03,012_U_18,5
012_U_03,012_U_19,13
012_U_03,012_U_20,3
012_U_03,012_U_21,1
012_U_03,012_U_22,4
012_U_03,012_U_23,1
012_U_03,012_U_25,3
012_U_03,012_U_31,2
012_U_04,012_U_07,2
012_U_04,012_U_09,2
012_U_04,012_U_18,1
012_U_04,012_U_19,3
012_U_04,012_U_20,1
012_U_04,012_U_21,1
012_U_04,012_U_24,1
012_U_04,012_U_32,2
012_U_05,012_U_09,3
012_U_05,012_U_12,1
012_U_05,012_U_14,1
012_U_05,012_U_18,1
012_U_05,012_U_19,4
012_U_05,012_U_22,6
012_U_05,012_U_23,1
012_U_05,012_U_24,1
012_U_05,012_U_25,2
012_U_05,012_U_27,2
012_U_05,012_U_31,1
012_U_05,012_U_32,1
012_U_06,012_U_12,8
012_U_06,012_U_13,2
012_U_06,012_U_15,2
012_U_06,012_U_17,2
012_U_06,012_U_18,2
012_U_06,012_U_19,1
012_U_06,012_U_20,1
012_U_06,012_U_22,2
012_U_06,012_U_25,1
012_U_06,012_U_32,1
012_U_07,012_U_10,1
012_U_07,012_U_12,2
012_U_07,012_U_17,1
012_U_07,012_U_19,5
012_U_07,012_U_20,7
012_U_07,012_U_21,1
012_U_07,012_U_22,2
012_U_07,012_U_24,1
012_U_07,012_U_26,1
012_U_07,012_U_32,1
012_U_08,012_U_22,1
012_U_08,012_U_31,1
012_U_09,012_U_10,2
012_U_09,012_U_15,1
012_U_09,012_U_17,2
012_U_09,012_U_18,6
012_U_09,012_U_19,5
012_U_09,012_U_20,2
012_U_09,012_U_21,2
012_U_09,012_U_22,1
012_U_09,012_U_23,1
012_U_09,012_U_24,3
012_U_09,012_U_28,1
012_U_09,012_U_31,2
012_U_09,012_U_32,1
012_U_10,012_U_17,6
012_U_10,012_U_18,2
012_U_10,012_U_19,5
012_U_10,012_U_22,3
012_U_10,012_U_25,1
012_U_10,012_U_32,1
012_U_11,012_U_14,1
012_U_11,012_U_15,1
012_U_11,012_U_18,3
012_U_11,012_U_19,5
012_U_11,012_U_20,1
012_U_11,012_U_21,1
012_U_11,012_U_22,2
012_U_11,012_U_24,1
012_U_11,012_U_32,1
012_U_12,012_U_13,3
012_U_12,012_U_15,2
012_U_12,012_U_18,1
012_U_12,012_U_19,4
012_U_12,012_U_22,3
012_U_12,012_U_23,1
012_U_12,012_U_25,1
012_U_13,012_U_17,1
012_U_13,012_U_18,2
012_U_13,012_U_19,4
012_U_13,012_U_20,3
012_U_13,012_U_24,1
012_U_13,012_U_31,1
012_U_14,012_U_17,1
012_U_14,012_U_18,4
012_U_14,012_U_20,1
012_U_14,012_U_22,2
012_U_14,012_U_24,4
012_U_14,012_U_31,1
012_U_15,011_U_18,1
012_U_15,012_U_16,1
012_U_15,012_U_17,2
012_U_15,012_U_18,6
012_U_15,012_U_19,11
012_U_15,012_U_20,3
012_U_15,012_U_22,2
012_U_15,012_U_23,1
012_U_15,012_U_24,2
012_U_15,012_U_28,1
012_U_15,012_U_31,3
012_U_15,012_U_32,5
012_U_15,101_U_27,1
012_U_16,012_U_18,1
012_U_16,012_U_19,4
012_U_16,012_U_22,4
012_U_16,012_U_24,5
012_U_16,012_U_25,1
012_U_16,012_U_26,1
012_U_16,012_U_29,1
012_U_16,012_U_31,3
012_U_16,012_U_32,1
012_U_17,012_U_18,1
012_U_17,012_U_19,6
012_U_17,012_U_20,2
012_U_17,012_U_22,7
012_U_17,012_U_31,4
012_U_17,012_U_32,1
012_U_18,012_U_19,1
012_U_18,012_U_20,2
012_U_18,012_U_21,2
012_U_18,012_U_22,4
012_U_18,012_U_24,2
012_U_18,012_U_26,1
012_U_18,012_U_27,1
012_U_18,012_U_30,2
012_U_18,012_U_31,1
012_U_18,012_U_32,1
012_U_18,028_U_32,1
012_U_19,012_U_20,3
012_U_19,012_U_22,3
012_U_19,012_U_23,1
012_U_19,012_U_24,5
012_U_19,012_U_25,2
012_U_19,012_U_28,1
012_U_19,012_U_31,1
012_U_19,012_U_32,3
012_U_20,012_U_21,2
012_U_20,012_U_22,3
012_U_20,012_U_25,1
012_U_20,012_U_26,1
012_U_20,012_U_27,2
012_U_20,012_U_28,1
012_U_20,012_U_31,5
012_U_20,012_U_32,7
012_U_21,012_U_22,2
012_U_21,012_U_25,1
012_U_21,012_U_30,2
012_U_21,012_U_32,1
012_U_22,012_U_23,1
012_U_22,012_U_28,4
012_U_22,012_U_32,2
012_U_23,012_U_24,1
012_U_23,012_U_27,1
012_U_23,012_U_31,4
012_U_23,012_U_32,11
012_U_24,012_U_25,2
012_U_24,012_U_27,1
012_U_24,012_U_28,2
012_U_24,012_U_31,1
012_U_25,012_U_28,2
012_U_26,012_U_31,2
012_U_26,012_U_32,2
012_U_27,012_U_32,1
012_U_28,012_U_31,1
012_U_28,012_U_32,4
013_D_01,013_D_25,1
013_D_01,013_D_27,1
013_D_08,013_D_21,1
